price,edhrecRank,edhrecSaltiness,manaValue,rarity,artist,finishes,currency,hasFoil,supertypes,hasNonFoil,gameAvailability,priceProvider,setCode,type
0.02,9476.0,0.84,8.0,3,77,3,1,1,0,1,0,0,83,53
0.03,9476.0,0.84,8.0,3,77,3,1,1,0,1,0,0,83,53
1.87,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,4,83,53
29.16,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,4,83,53
0.91,9476.0,0.84,8.0,3,77,3,0,1,0,1,1,2,83,53
12.62,9476.0,0.84,8.0,3,77,3,0,1,0,1,1,2,83,53
0.6,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,1,83,53
8.0,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,1,83,53
19.99,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,1,83,53
1.85,9476.0,0.84,8.0,3,77,3,1,1,0,1,1,3,83,53
0.02,11201.0,0.97,3.0,3,95,3,1,1,0,1,0,0,83,112
0.03,11201.0,0.97,3.0,3,95,3,1,1,0,1,0,0,83,112
2.26,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,4,83,112
42.45,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,4,83,112
1.22,11201.0,0.97,3.0,3,95,3,0,1,0,1,1,2,83,112
14.6,11201.0,0.97,3.0,3,95,3,0,1,0,1,1,2,83,112
0.4,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,1,83,112
13.8,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,1,83,112
2.29,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,1,83,112
1.92,11201.0,0.97,3.0,3,95,3,1,1,0,1,1,3,83,112
0.02,25171.0,0.18,5.0,3,50,3,1,1,0,1,0,0,83,131
0.02,25171.0,0.18,5.0,3,50,3,1,1,0,1,0,0,83,131
0.26,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,4,83,131
2.24,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,4,83,131
0.08,25171.0,0.18,5.0,3,50,3,0,1,0,1,1,2,83,131
2.37,25171.0,0.18,5.0,3,50,3,0,1,0,1,1,2,83,131
0.45,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,1,83,131
0.35,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,1,83,131
1.49,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,1,83,131
0.3,25171.0,0.18,5.0,3,50,3,1,1,0,1,1,3,83,131
0.02,14016.0,0.2,4.0,3,197,3,1,1,0,1,0,0,83,139
0.02,14016.0,0.2,4.0,3,197,3,1,1,0,1,0,0,83,139
0.7,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,4,83,139
6.08,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,4,83,139
0.42,14016.0,0.2,4.0,3,197,3,0,1,0,1,1,2,83,139
3.88,14016.0,0.2,4.0,3,197,3,0,1,0,1,1,2,83,139
0.33,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,1,83,139
1.6,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,1,83,139
1.29,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,1,83,139
3.99,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,1,83,139
0.78,14016.0,0.2,4.0,3,197,3,1,1,0,1,1,3,83,139
0.02,13527.0,0.36,5.0,3,162,3,1,1,0,1,0,0,83,137
0.02,13527.0,0.36,5.0,3,162,3,1,1,0,1,0,0,83,137
1.56,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,4,83,137
4.7,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,4,83,137
0.29,13527.0,0.36,5.0,3,162,3,0,1,0,1,1,2,83,137
3.38,13527.0,0.36,5.0,3,162,3,0,1,0,1,1,2,83,137
0.36,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,1,83,137
1.8,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,1,83,137
1.79,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,1,83,137
4.49,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,1,83,137
1.01,13527.0,0.36,5.0,3,162,3,1,1,0,1,1,3,83,137
0.02,3380.0,0.57,8.0,3,196,3,1,1,0,1,0,0,83,8
0.37,3380.0,0.57,8.0,3,196,3,1,1,0,1,0,0,83,8
4.85,3380.0,0.57,8.0,3,196,3,1,1,0,1,1,4,83,8
29.38,3380.0,0.57,8.0,3,196,3,1,1,0,1,1,4,83,8
2.21,3380.0,0.57,8.0,3,196,3,0,1,0,1,1,2,83,8
24.2,3380.0,0.57,8.0,3,196,3,0,1,0,1,1,2,83,8
16.5,3380.0,0.57,8.0,3,196,3,1,1,0,1,1,1,83,8
32.99,3380.0,0.57,8.0,3,196,3,1,1,0,1,1,1,83,8
5.15,3380.0,0.57,8.0,3,196,3,1,1,0,1,1,3,83,8
0.02,18031.0,0.25,4.0,3,20,3,1,1,0,1,0,0,83,143
0.02,18031.0,0.25,4.0,3,20,3,1,1,0,1,0,0,83,143
0.31,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,4,83,143
5.88,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,4,83,143
0.21,18031.0,0.25,4.0,3,20,3,0,1,0,1,1,2,83,143
1.16,18031.0,0.25,4.0,3,20,3,0,1,0,1,1,2,83,143
0.2,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,1,83,143
0.35,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,1,83,143
0.99,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,1,83,143
0.42,18031.0,0.25,4.0,3,20,3,1,1,0,1,1,3,83,143
0.02,3285.0,0.22,9.0,2,162,2,1,0,0,1,0,0,0,8
0.56,3285.0,0.22,9.0,2,162,2,1,0,0,1,0,0,0,8
3.66,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,4,0,8
4.64,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,4,0,8
2.7,3285.0,0.22,9.0,2,162,2,0,0,0,1,1,2,0,8
8.88,3285.0,0.22,9.0,2,162,2,0,0,0,1,1,2,0,8
1.8,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,1,0,8
4.49,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,1,0,8
3.56,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,3,0,8
0.02,3661.0,0.15,3.0,2,93,3,1,1,0,1,0,0,0,89
0.82,3661.0,0.15,3.0,2,93,3,1,1,0,1,0,0,0,89
1.2,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,4,0,89
12.99,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,4,0,89
1.22,3661.0,0.15,3.0,2,93,3,0,1,0,1,1,2,0,89
5.74,3661.0,0.15,3.0,2,93,3,0,1,0,1,1,2,0,89
0.8,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,0,89
3.85,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,0,89
2.29,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,0,89
1.29,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,3,0,89
0.02,15386.0,0.57,3.0,2,120,3,1,1,0,1,0,0,0,155
0.26,15386.0,0.57,3.0,2,120,3,1,1,0,1,0,0,0,155
1.18,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,4,0,155
5.18,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,4,0,155
0.79,15386.0,0.57,3.0,2,120,3,0,1,0,1,1,2,0,155
3.85,15386.0,0.57,3.0,2,120,3,0,1,0,1,1,2,0,155
0.12,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,1,0,155
4.95,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,1,0,155
0.79,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,1,0,155
8.99,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,1,0,155
1.2,15386.0,0.57,3.0,2,120,3,1,1,0,1,1,3,0,155
0.02,15846.0,0.5,4.0,2,212,3,1,1,0,1,0,0,0,130
0.26,15846.0,0.5,4.0,2,212,3,1,1,0,1,0,0,0,130
0.48,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,4,0,130
10.69,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,4,0,130
0.25,15846.0,0.5,4.0,2,212,3,0,1,0,1,1,2,0,130
4.98,15846.0,0.5,4.0,2,212,3,0,1,0,1,1,2,0,130
0.11,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,1,0,130
5.0,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,1,0,130
0.69,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,1,0,130
9.99,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,1,0,130
0.5,15846.0,0.5,4.0,2,212,3,1,1,0,1,1,3,0,130
0.02,11894.0,0.07,3.0,2,66,2,1,0,0,1,0,0,0,32
0.32,11894.0,0.07,3.0,2,66,2,1,0,0,1,0,0,0,32
3.87,11894.0,0.07,3.0,2,66,2,1,0,0,1,1,4,0,32
25.16,11894.0,0.07,3.0,2,66,2,1,0,0,1,1,4,0,32
1.81,11894.0,0.07,3.0,2,66,2,0,0,0,1,1,2,0,32
21.16,11894.0,0.07,3.0,2,66,2,0,0,0,1,1,2,0,32
0.75,11894.0,0.07,3.0,2,66,2,1,0,0,1,1,1,0,32
2.99,11894.0,0.07,3.0,2,66,2,1,0,0,1,1,1,0,32
3.39,11894.0,0.07,3.0,2,66,2,1,0,0,1,1,3,0,32
0.02,10214.0,0.25,6.0,2,156,2,1,0,0,1,0,0,0,173
0.33,10214.0,0.25,6.0,2,156,2,1,0,0,1,0,0,0,173
1.3,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,4,0,173
10.5,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,4,0,173
0.58,10214.0,0.25,6.0,2,156,2,0,0,0,1,1,2,0,173
4.21,10214.0,0.25,6.0,2,156,2,0,0,0,1,1,2,0,173
1.3,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,1,0,173
2.79,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,1,0,173
1.86,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,3,0,173
0.02,8435.0,0.28,7.0,2,156,2,1,0,0,1,0,0,0,55
0.42,8435.0,0.28,7.0,2,156,2,1,0,0,1,0,0,0,55
0.21,8435.0,0.28,7.0,2,156,2,1,0,0,1,1,4,0,55
2.38,8435.0,0.28,7.0,2,156,2,1,0,0,1,1,4,0,55
0.15,8435.0,0.28,7.0,2,156,2,0,0,0,1,1,2,0,55
2.94,8435.0,0.28,7.0,2,156,2,0,0,0,1,1,2,0,55
0.04,8435.0,0.28,7.0,2,156,2,1,0,0,1,1,1,0,55
0.49,8435.0,0.28,7.0,2,156,2,1,0,0,1,1,1,0,55
0.4,8435.0,0.28,7.0,2,156,2,1,0,0,1,1,3,0,55
0.02,2482.0,0.26,6.0,2,134,3,1,1,0,1,0,0,0,216
0.6,2482.0,0.26,6.0,2,134,3,1,1,0,1,0,0,0,216
0.75,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,4,0,216
8.47,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,4,0,216
0.49,2482.0,0.26,6.0,2,134,3,0,1,0,1,1,2,0,216
9.05,2482.0,0.26,6.0,2,134,3,0,1,0,1,1,2,0,216
0.3,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,1,0,216
5.0,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,1,0,216
1.49,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,1,0,216
9.99,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,1,0,216
0.75,2482.0,0.26,6.0,2,134,3,1,1,0,1,1,3,0,216
0.02,6944.0,0.75,7.0,2,196,3,1,1,0,1,0,0,0,14
0.59,6944.0,0.75,7.0,2,196,3,1,1,0,1,0,0,0,14
6.58,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,4,0,14
30.94,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,4,0,14
3.65,6944.0,0.75,7.0,2,196,3,0,1,0,1,1,2,0,14
34.26,6944.0,0.75,7.0,2,196,3,0,1,0,1,1,2,0,14
4.5,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,1,0,14
19.0,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,1,0,14
8.99,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,1,0,14
37.99,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,1,0,14
6.9,6944.0,0.75,7.0,2,196,3,1,1,0,1,1,3,0,14
0.02,3285.0,0.22,9.0,2,162,2,1,0,0,1,0,0,30,8
3.79,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,4,30,8
1.35,3285.0,0.22,9.0,2,162,2,0,0,0,1,1,2,30,8
1.5,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,1,30,8
3.31,3285.0,0.22,9.0,2,162,2,1,0,0,1,1,3,30,8
0.02,15399.0,0.21,9.0,2,128,2,1,0,0,1,0,0,30,38
0.35,15399.0,0.21,9.0,2,128,2,1,0,0,1,1,4,30,38
0.25,15399.0,0.21,9.0,2,128,2,0,0,0,1,1,2,30,38
0.04,15399.0,0.21,9.0,2,128,2,1,0,0,1,1,1,30,38
0.49,15399.0,0.21,9.0,2,128,2,1,0,0,1,1,1,30,38
0.46,15399.0,0.21,9.0,2,128,2,1,0,0,1,1,3,30,38
0.24,18118.0,0.14,6.0,2,156,2,1,0,0,1,0,0,31,43
0.5,18118.0,0.14,6.0,2,156,2,1,0,0,1,1,4,31,43
0.27,18118.0,0.14,6.0,2,156,2,0,0,0,1,1,2,31,43
0.08,18118.0,0.14,6.0,2,156,2,1,0,0,1,1,1,31,43
0.59,18118.0,0.14,6.0,2,156,2,1,0,0,1,1,1,31,43
0.51,18118.0,0.14,6.0,2,156,2,1,0,0,1,1,3,31,43
0.35,11411.0,0.18,6.0,2,42,2,1,0,0,1,0,0,31,43
0.23,11411.0,0.18,6.0,2,42,2,1,0,0,1,1,4,31,43
0.28,11411.0,0.18,6.0,2,42,2,0,0,0,1,1,2,31,43
0.11,11411.0,0.18,6.0,2,42,2,1,0,0,1,1,1,31,43
0.69,11411.0,0.18,6.0,2,42,2,1,0,0,1,1,1,31,43
0.46,11411.0,0.18,6.0,2,42,2,1,0,0,1,1,3,31,43
0.22,17343.0,0.14,6.0,2,51,2,1,0,0,1,0,0,31,43
0.71,17343.0,0.14,6.0,2,51,2,1,0,0,1,1,4,31,43
0.32,17343.0,0.14,6.0,2,51,2,0,0,0,1,1,2,31,43
0.08,17343.0,0.14,6.0,2,51,2,1,0,0,1,1,1,31,43
0.59,17343.0,0.14,6.0,2,51,2,1,0,0,1,1,1,31,43
0.66,17343.0,0.14,6.0,2,51,2,1,0,0,1,1,3,31,43
0.02,15454.0,0.4,5.0,2,36,2,1,0,0,1,0,0,31,136
0.46,15454.0,0.4,5.0,2,36,2,1,0,0,1,1,4,31,136
0.22,15454.0,0.4,5.0,2,36,2,0,0,0,1,1,2,31,136
0.05,15454.0,0.4,5.0,2,36,2,1,0,0,1,1,1,31,136
0.49,15454.0,0.4,5.0,2,36,2,1,0,0,1,1,1,31,136
0.46,15454.0,0.4,5.0,2,36,2,1,0,0,1,1,3,31,136
0.02,14751.0,0.5,6.0,2,66,2,1,0,0,1,0,0,25,43
0.58,14751.0,0.5,6.0,2,66,2,1,0,0,1,1,4,25,43
0.3,14751.0,0.5,6.0,2,66,2,0,0,0,1,1,2,25,43
0.46,14751.0,0.5,6.0,2,66,2,0,0,0,1,1,2,25,43
0.25,14751.0,0.5,6.0,2,66,2,1,0,0,1,1,1,25,43
0.99,14751.0,0.5,6.0,2,66,2,1,0,0,1,1,1,25,43
0.7,14751.0,0.5,6.0,2,66,2,1,0,0,1,1,3,25,43
0.02,13728.0,0.44,6.0,2,62,2,1,0,0,1,0,0,25,43
1.41,13728.0,0.44,6.0,2,62,2,1,0,0,1,1,4,25,43
0.41,13728.0,0.44,6.0,2,62,2,0,0,0,1,1,2,25,43
0.51,13728.0,0.44,6.0,2,62,2,0,0,0,1,1,2,25,43
0.3,13728.0,0.44,6.0,2,62,2,1,0,0,1,1,1,25,43
1.49,13728.0,0.44,6.0,2,62,2,1,0,0,1,1,1,25,43
1.29,13728.0,0.44,6.0,2,62,2,1,0,0,1,1,3,25,43
0.02,5360.0,0.15,6.0,2,249,2,1,0,0,1,0,0,25,43
0.56,5360.0,0.15,6.0,2,249,2,1,0,0,1,1,4,25,43
0.55,5360.0,0.15,6.0,2,249,2,0,0,0,1,1,2,25,43
0.29,5360.0,0.15,6.0,2,249,2,0,0,0,1,1,2,25,43
0.3,5360.0,0.15,6.0,2,249,2,1,0,0,1,1,1,25,43
0.99,5360.0,0.15,6.0,2,249,2,1,0,0,1,1,1,25,43
0.86,5360.0,0.15,6.0,2,249,2,1,0,0,1,1,3,25,43
0.02,7786.0,0.1,4.0,2,249,2,1,0,0,1,0,0,25,88
0.59,7786.0,0.1,4.0,2,249,2,1,0,0,1,1,4,25,88
0.74,7786.0,0.1,4.0,2,249,2,0,0,0,1,1,2,25,88
0.28,7786.0,0.1,4.0,2,249,2,0,0,0,1,1,2,25,88
0.52,7786.0,0.1,4.0,2,249,2,1,0,0,1,1,1,25,88
1.29,7786.0,0.1,4.0,2,249,2,1,0,0,1,1,1,25,88
0.65,7786.0,0.1,4.0,2,249,2,1,0,0,1,1,3,25,88
0.02,12084.0,0.2,6.0,1,113,2,1,0,0,1,0,0,25,37
0.59,12084.0,0.2,6.0,1,113,2,1,0,0,1,1,4,25,37
0.46,12084.0,0.2,6.0,1,113,2,0,0,0,1,1,2,25,37
0.51,12084.0,0.2,6.0,1,113,2,0,0,0,1,1,2,25,37
0.15,12084.0,0.2,6.0,1,113,2,1,0,0,1,1,1,25,37
0.99,12084.0,0.2,6.0,1,113,2,1,0,0,1,1,1,25,37
0.7,12084.0,0.2,6.0,1,113,2,1,0,0,1,1,3,25,37
0.03,3655.0,0.32,6.0,1,79,2,1,0,0,1,0,0,25,148
1.38,3655.0,0.32,6.0,1,79,2,1,0,0,1,1,4,25,148
0.92,3655.0,0.32,6.0,1,79,2,0,0,0,1,1,2,25,148
0.81,3655.0,0.32,6.0,1,79,2,0,0,0,1,1,2,25,148
0.85,3655.0,0.32,6.0,1,79,2,1,0,0,1,1,1,25,148
2.49,3655.0,0.32,6.0,1,79,2,1,0,0,1,1,1,25,148
1.71,3655.0,0.32,6.0,1,79,2,1,0,0,1,1,3,25,148
0.03,2601.0,0.18,7.0,2,140,2,1,0,0,1,0,0,25,221
1.07,2601.0,0.18,7.0,2,140,2,1,0,0,1,1,4,25,221
0.93,2601.0,0.18,7.0,2,140,2,0,0,0,1,1,2,25,221
0.62,2601.0,0.18,7.0,2,140,2,0,0,0,1,1,2,25,221
2.29,2601.0,0.18,7.0,2,140,2,1,0,0,1,1,1,25,221
1.11,2601.0,0.18,7.0,2,140,2,1,0,0,1,1,3,25,221
0.02,11953.0,0.08,7.0,2,140,2,1,0,0,1,0,0,25,191
0.47,11953.0,0.08,7.0,2,140,2,1,0,0,1,1,4,25,191
0.25,11953.0,0.08,7.0,2,140,2,0,0,0,1,1,2,25,191
0.16,11953.0,0.08,7.0,2,140,2,0,0,0,1,1,2,25,191
0.25,11953.0,0.08,7.0,2,140,2,1,0,0,1,1,1,25,191
0.99,11953.0,0.08,7.0,2,140,2,1,0,0,1,1,1,25,191
0.52,11953.0,0.08,7.0,2,140,2,1,0,0,1,1,3,25,191
0.02,19570.0,0.11,8.0,2,35,2,1,0,0,1,0,0,25,47
0.31,19570.0,0.11,8.0,2,35,2,1,0,0,1,1,4,25,47
0.21,19570.0,0.11,8.0,2,35,2,0,0,0,1,1,2,25,47
0.28,19570.0,0.11,8.0,2,35,2,0,0,0,1,1,2,25,47
0.49,19570.0,0.11,8.0,2,35,2,1,0,0,1,1,1,25,47
0.44,19570.0,0.11,8.0,2,35,2,1,0,0,1,1,3,25,47
0.02,14332.0,0.46,7.0,2,76,2,1,0,0,1,0,0,25,204
0.54,14332.0,0.46,7.0,2,76,2,1,0,0,1,1,4,25,204
0.22,14332.0,0.46,7.0,2,76,2,0,0,0,1,1,2,25,204
0.19,14332.0,0.46,7.0,2,76,2,0,0,0,1,1,2,25,204
0.05,14332.0,0.46,7.0,2,76,2,1,0,0,1,1,1,25,204
0.49,14332.0,0.46,7.0,2,76,2,1,0,0,1,1,1,25,204
0.47,14332.0,0.46,7.0,2,76,2,1,0,0,1,1,3,25,204
0.66,4166.0,0.77,4.0,1,191,1,1,1,0,0,0,0,86,136
0.89,4166.0,0.77,4.0,1,191,1,1,1,0,0,0,0,86,136
22.29,4166.0,0.77,4.0,1,191,1,1,1,0,0,1,4,86,136
15.56,4166.0,0.77,4.0,1,191,1,0,1,0,0,1,2,86,136
12.5,4166.0,0.77,4.0,1,191,1,1,1,0,0,1,1,86,136
24.99,4166.0,0.77,4.0,1,191,1,1,1,0,0,1,1,86,136
0.12,3535.0,1.18,5.0,1,232,1,1,1,0,0,0,0,86,140
0.48,3535.0,1.18,5.0,1,232,1,1,1,0,0,0,0,86,140
6.48,3535.0,1.18,5.0,1,232,1,1,1,0,0,1,4,86,140
2.15,3535.0,1.18,5.0,1,232,1,0,1,0,0,1,2,86,140
2.0,3535.0,1.18,5.0,1,232,1,1,1,0,0,1,1,86,140
4.99,3535.0,1.18,5.0,1,232,1,1,1,0,0,1,1,86,140
0.11,10214.0,0.25,6.0,2,156,2,1,0,0,1,0,0,52,173
1.28,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,4,52,173
1.1,10214.0,0.25,6.0,2,156,2,0,0,0,1,1,2,52,173
0.7,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,1,52,173
2.22,10214.0,0.25,6.0,2,156,2,1,0,0,1,1,3,52,173
0.03,4791.0,0.4,5.0,2,49,2,1,0,0,1,0,0,75,126
9.52,4791.0,0.4,5.0,2,49,2,1,0,0,1,1,4,75,126
5.19,4791.0,0.4,5.0,2,49,2,0,0,0,1,1,2,75,126
2.6,4791.0,0.4,5.0,2,49,2,0,0,0,1,1,2,75,126
5.5,4791.0,0.4,5.0,2,49,2,1,0,0,1,1,1,75,126
10.99,4791.0,0.4,5.0,2,49,2,1,0,0,1,1,1,75,126
7.3,4791.0,0.4,5.0,2,49,2,1,0,0,1,1,3,75,126
0.12,2804.0,0.5,6.0,2,233,2,1,0,0,1,0,0,75,177
11.56,2804.0,0.5,6.0,2,233,2,1,0,0,1,1,4,75,177
10.73,2804.0,0.5,6.0,2,233,2,0,0,0,1,1,2,75,177
0.8,2804.0,0.5,6.0,2,233,2,0,0,0,1,1,2,75,177
11.99,2804.0,0.5,6.0,2,233,2,1,0,0,1,1,1,75,177
11.6,2804.0,0.5,6.0,2,233,2,1,0,0,1,1,3,75,177
0.02,5385.0,1.11,3.0,2,140,3,1,1,0,1,0,0,68,140
0.03,5385.0,1.11,3.0,2,140,3,1,1,0,1,0,0,68,140
1.0,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,4,68,140
7.28,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,4,68,140
0.26,5385.0,1.11,3.0,2,140,3,0,1,0,1,1,2,68,140
2.59,5385.0,1.11,3.0,2,140,3,0,1,0,1,1,2,68,140
0.26,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,1,68,140
3.85,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,1,68,140
1.29,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,1,68,140
6.99,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,1,68,140
0.94,5385.0,1.11,3.0,2,140,3,1,1,0,1,1,3,68,140
0.02,3661.0,0.15,3.0,2,93,3,1,1,0,1,0,0,68,89
0.45,3661.0,0.15,3.0,2,93,3,1,1,0,1,0,0,68,89
0.34,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,4,68,89
2.16,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,4,68,89
0.71,3661.0,0.15,3.0,2,93,3,0,1,0,1,1,2,68,89
2.17,3661.0,0.15,3.0,2,93,3,0,1,0,1,1,2,68,89
0.3,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,68,89
0.9,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,68,89
0.99,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,68,89
2.99,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,1,68,89
0.6,3661.0,0.15,3.0,2,93,3,1,1,0,1,1,3,68,89
0.3,5929.0,0.36,3.0,1,169,3,1,1,0,1,0,0,68,79
1.59,5929.0,0.36,3.0,1,169,3,1,1,0,1,0,0,68,79
4.7,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,4,68,79
15.76,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,4,68,79
4.18,5929.0,0.36,3.0,1,169,3,0,1,0,1,1,2,68,79
8.17,5929.0,0.36,3.0,1,169,3,0,1,0,1,1,2,68,79
2.3,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,1,68,79
6.0,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,1,68,79
5.49,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,1,68,79
11.99,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,1,68,79
4.45,5929.0,0.36,3.0,1,169,3,1,1,0,1,1,3,68,79
0.03,4065.0,0.31,6.0,2,2,3,1,1,0,1,0,0,68,79
0.03,4065.0,0.31,6.0,2,2,3,1,1,0,1,0,0,68,79
0.85,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,4,68,79
2.63,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,4,68,79
0.5,4065.0,0.31,6.0,2,2,3,0,1,0,1,1,2,68,79
3.07,4065.0,0.31,6.0,2,2,3,0,1,0,1,1,2,68,79
0.11,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,1,68,79
2.0,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,1,68,79
0.69,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,1,68,79
4.99,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,1,68,79
0.86,4065.0,0.31,6.0,2,2,3,1,1,0,1,1,3,68,79
0.1,6001.0,0.28,10.0,1,108,3,1,1,0,1,0,0,68,142
0.7,6001.0,0.28,10.0,1,108,3,1,1,0,1,0,0,68,142
8.12,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,4,68,142
23.64,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,4,68,142
5.03,6001.0,0.28,10.0,1,108,3,0,1,0,1,1,2,68,142
13.74,6001.0,0.28,10.0,1,108,3,0,1,0,1,1,2,68,142
3.5,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,1,68,142
8.4,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,1,68,142
6.99,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,1,68,142
6.75,6001.0,0.28,10.0,1,108,3,1,1,0,1,1,3,68,142
0.1,802.0,1.29,5.0,1,212,3,1,1,0,1,0,0,68,96
0.84,802.0,1.29,5.0,1,212,3,1,1,0,1,0,0,68,96
10.35,802.0,1.29,5.0,1,212,3,1,1,0,1,1,4,68,96
12.55,802.0,1.29,5.0,1,212,3,1,1,0,1,1,4,68,96
6.31,802.0,1.29,5.0,1,212,3,0,1,0,1,1,2,68,96
13.64,802.0,1.29,5.0,1,212,3,0,1,0,1,1,2,68,96
6.0,802.0,1.29,5.0,1,212,3,1,1,0,1,1,1,68,96
10.0,802.0,1.29,5.0,1,212,3,1,1,0,1,1,1,68,96
11.99,802.0,1.29,5.0,1,212,3,1,1,0,1,1,1,68,96
