price,edhrecRank,edhrecSaltiness,manaValue,rarity,artist,finishes,currency,hasFoil,supertypes,hasNonFoil,gameAvailability,priceProvider,setCode,type
0.12,7291.0,0.29,4.0,4,142,3,1,1,0,1,1,4,26,42
0.3,7291.0,0.29,4.0,4,142,3,1,1,0,1,1,4,26,42
0.08,7291.0,0.29,4.0,4,142,3,0,1,0,1,1,2,26,42
0.28,7291.0,0.29,4.0,4,142,3,0,1,0,1,1,2,26,42
0.35,7291.0,0.29,4.0,4,142,3,1,1,0,1,1,1,26,42
0.79,7291.0,0.29,4.0,4,142,3,1,1,0,1,1,1,26,42
0.23,7291.0,0.29,4.0,4,142,3,1,1,0,1,1,3,26,42
3.25,565.0,0.53,5.0,2,222,3,1,1,1,1,0,0,26,236
3.57,565.0,0.53,5.0,2,222,3,1,1,1,1,1,4,26,236
4.55,565.0,0.53,5.0,2,222,3,1,1,1,1,1,4,26,236
2.15,565.0,0.53,5.0,2,222,3,0,1,1,1,1,2,26,236
4.58,565.0,0.53,5.0,2,222,3,0,1,1,1,1,2,26,236
1.8,565.0,0.53,5.0,2,222,3,1,1,1,1,1,1,26,236
4.49,565.0,0.53,5.0,2,222,3,1,1,1,1,1,1,26,236
4.04,565.0,0.53,5.0,2,222,3,1,1,1,1,1,3,26,236
0.25,2946.0,0.55,3.0,1,171,3,1,1,0,1,0,0,26,55
2.99,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,4,26,55
2.9,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,4,26,55
1.45,2946.0,0.55,3.0,1,171,3,0,1,0,1,1,2,26,55
2.15,2946.0,0.55,3.0,1,171,3,0,1,0,1,1,2,26,55
1.3,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,1,26,55
3.49,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,1,26,55
3.99,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,1,26,55
2.72,2946.0,0.55,3.0,1,171,3,1,1,0,1,1,3,26,55
0.04,654.0,0.22,3.0,4,219,3,1,1,0,1,0,0,26,66
0.13,654.0,0.22,3.0,4,219,3,1,1,0,1,1,4,26,66
0.36,654.0,0.22,3.0,4,219,3,1,1,0,1,1,4,26,66
0.25,654.0,0.22,3.0,4,219,3,0,1,0,1,1,2,26,66
0.56,654.0,0.22,3.0,4,219,3,0,1,0,1,1,2,26,66
0.39,654.0,0.22,3.0,4,219,3,1,1,0,1,1,1,26,66
0.26,654.0,0.22,3.0,4,219,3,1,1,0,1,1,3,26,66
0.11,9907.0,0.33,6.0,2,147,3,1,1,0,1,0,0,26,187
0.28,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,4,26,187
0.4,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,4,26,187
0.28,9907.0,0.33,6.0,2,147,3,0,1,0,1,1,2,26,187
0.51,9907.0,0.33,6.0,2,147,3,0,1,0,1,1,2,26,187
0.05,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,1,26,187
0.1,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,1,26,187
0.49,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,1,26,187
0.49,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,1,26,187
0.39,9907.0,0.33,6.0,2,147,3,1,1,0,1,1,3,26,187
1.87,596.0,0.79,3.0,1,224,3,1,1,0,1,0,0,26,70
5.46,596.0,0.79,3.0,1,224,3,1,1,0,1,1,4,26,70
13.03,596.0,0.79,3.0,1,224,3,1,1,0,1,1,4,26,70
5.87,596.0,0.79,3.0,1,224,3,0,1,0,1,1,2,26,70
15.22,596.0,0.79,3.0,1,224,3,0,1,0,1,1,2,26,70
4.3,596.0,0.79,3.0,1,224,3,1,1,0,1,1,1,26,70
6.4,596.0,0.79,3.0,1,224,3,1,1,0,1,1,1,26,70
8.49,596.0,0.79,3.0,1,224,3,1,1,0,1,1,1,26,70
15.99,596.0,0.79,3.0,1,224,3,1,1,0,1,1,1,26,70
6.0,596.0,0.79,3.0,1,224,3,1,1,0,1,1,3,26,70
0.04,3273.0,0.31,5.0,4,213,3,1,1,0,1,0,0,26,200
0.1,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,4,26,200
0.13,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,4,26,200
0.11,3273.0,0.31,5.0,4,213,3,0,1,0,1,1,2,26,200
0.3,3273.0,0.31,5.0,4,213,3,0,1,0,1,1,2,26,200
0.04,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,1,26,200
0.39,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,1,26,200
0.49,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,1,26,200
0.21,3273.0,0.31,5.0,4,213,3,1,1,0,1,1,3,26,200
0.18,4520.0,0.56,3.0,2,44,3,1,1,0,1,0,0,26,132
0.13,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,4,26,132
0.35,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,4,26,132
0.25,4520.0,0.56,3.0,2,44,3,0,1,0,1,1,2,26,132
0.64,4520.0,0.56,3.0,2,44,3,0,1,0,1,1,2,26,132
0.1,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,1,26,132
0.49,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,1,26,132
0.49,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,1,26,132
0.12,4520.0,0.56,3.0,2,44,3,1,1,0,1,1,3,26,132
0.04,2142.0,0.12,3.0,4,78,3,1,1,0,1,0,0,26,147
0.42,2142.0,0.12,3.0,4,78,3,1,1,0,1,1,4,26,147
0.38,2142.0,0.12,3.0,4,78,3,1,1,0,1,1,4,26,147
0.22,2142.0,0.12,3.0,4,78,3,0,1,0,1,1,2,26,147
0.33,2142.0,0.12,3.0,4,78,3,0,1,0,1,1,2,26,147
0.1,2142.0,0.12,3.0,4,78,3,1,1,0,1,1,1,26,147
0.69,2142.0,0.12,3.0,4,78,3,1,1,0,1,1,1,26,147
0.4,2142.0,0.12,3.0,4,78,3,1,1,0,1,1,3,26,147
0.04,4925.0,0.1,4.0,4,94,3,1,1,0,1,0,0,26,121
0.1,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,4,26,121
0.12,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,4,26,121
0.02,4925.0,0.1,4.0,4,94,3,0,1,0,1,1,2,26,121
0.22,4925.0,0.1,4.0,4,94,3,0,1,0,1,1,2,26,121
0.03,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,1,26,121
0.35,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,1,26,121
0.49,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,1,26,121
0.23,4925.0,0.1,4.0,4,94,3,1,1,0,1,1,3,26,121
0.11,8622.0,0.17,6.0,2,154,3,1,1,0,1,0,0,26,164
0.22,8622.0,0.17,6.0,2,154,3,1,1,0,1,1,4,26,164
0.3,8622.0,0.17,6.0,2,154,3,1,1,0,1,1,4,26,164
0.2,8622.0,0.17,6.0,2,154,3,0,1,0,1,1,2,26,164
0.43,8622.0,0.17,6.0,2,154,3,0,1,0,1,1,2,26,164
0.49,8622.0,0.17,6.0,2,154,3,1,1,0,1,1,1,26,164
0.49,8622.0,0.17,6.0,2,154,3,1,1,0,1,1,1,26,164
0.29,8622.0,0.17,6.0,2,154,3,1,1,0,1,1,3,26,164
0.08,1045.0,0.85,7.0,2,113,3,1,1,0,1,0,0,26,8
1.32,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,4,26,8
2.57,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,4,26,8
0.96,1045.0,0.85,7.0,2,113,3,0,1,0,1,1,2,26,8
2.65,1045.0,0.85,7.0,2,113,3,0,1,0,1,1,2,26,8
0.8,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,1,26,8
1.58,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,1,26,8
2.29,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,1,26,8
4.49,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,1,26,8
1.24,1045.0,0.85,7.0,2,113,3,1,1,0,1,1,3,26,8
0.04,2850.0,0.12,6.0,4,238,3,1,1,0,1,0,0,26,63
0.17,2850.0,0.12,6.0,4,238,3,1,1,0,1,1,4,26,63
0.18,2850.0,0.12,6.0,4,238,3,1,1,0,1,1,4,26,63
0.1,2850.0,0.12,6.0,4,238,3,0,1,0,1,1,2,26,63
0.29,2850.0,0.12,6.0,4,238,3,0,1,0,1,1,2,26,63
0.08,2850.0,0.12,6.0,4,238,3,1,1,0,1,1,1,26,63
0.35,2850.0,0.12,6.0,4,238,3,1,1,0,1,1,1,26,63
0.23,2850.0,0.12,6.0,4,238,3,1,1,0,1,1,3,26,63
0.19,3267.0,0.13,3.0,2,47,3,1,1,0,1,0,0,26,116
0.19,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,4,26,116
0.44,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,4,26,116
0.19,3267.0,0.13,3.0,2,47,3,0,1,0,1,1,2,26,116
0.43,3267.0,0.13,3.0,2,47,3,0,1,0,1,1,2,26,116
0.06,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,1,26,116
0.49,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,1,26,116
0.79,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,1,26,116
0.28,3267.0,0.13,3.0,2,47,3,1,1,0,1,1,3,26,116
0.04,3847.0,0.18,3.0,4,234,3,1,1,0,1,0,0,26,135
0.09,3847.0,0.18,3.0,4,234,3,1,1,0,1,1,4,26,135
0.14,3847.0,0.18,3.0,4,234,3,1,1,0,1,1,4,26,135
0.13,3847.0,0.18,3.0,4,234,3,0,1,0,1,1,2,26,135
0.14,3847.0,0.18,3.0,4,234,3,0,1,0,1,1,2,26,135
0.35,3847.0,0.18,3.0,4,234,3,1,1,0,1,1,1,26,135
0.49,3847.0,0.18,3.0,4,234,3,1,1,0,1,1,1,26,135
0.19,3847.0,0.18,3.0,4,234,3,1,1,0,1,1,3,26,135
0.13,7308.0,0.42,8.0,2,219,3,1,1,0,1,0,0,26,33
0.13,7308.0,0.42,8.0,2,219,3,1,1,0,1,1,4,26,33
0.27,7308.0,0.42,8.0,2,219,3,1,1,0,1,1,4,26,33
0.19,7308.0,0.42,8.0,2,219,3,0,1,0,1,1,2,26,33
0.61,7308.0,0.42,8.0,2,219,3,0,1,0,1,1,2,26,33
0.49,7308.0,0.42,8.0,2,219,3,1,1,0,1,1,1,26,33
0.49,7308.0,0.42,8.0,2,219,3,1,1,0,1,1,1,26,33
0.12,7308.0,0.42,8.0,2,219,3,1,1,0,1,1,3,26,33
0.08,2292.0,0.77,4.0,2,87,3,1,1,0,1,0,0,26,24
0.22,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,4,26,24
0.47,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,4,26,24
0.31,2292.0,0.77,4.0,2,87,3,0,1,0,1,1,2,26,24
0.85,2292.0,0.77,4.0,2,87,3,0,1,0,1,1,2,26,24
0.08,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,1,26,24
0.59,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,1,26,24
1.49,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,1,26,24
0.34,2292.0,0.77,4.0,2,87,3,1,1,0,1,1,3,26,24
0.88,1927.0,0.85,8.0,2,228,3,1,1,0,1,0,0,26,55
1.46,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,4,26,55
1.7,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,4,26,55
1.4,1927.0,0.85,8.0,2,228,3,0,1,0,1,1,2,26,55
1.89,1927.0,0.85,8.0,2,228,3,0,1,0,1,1,2,26,55
0.4,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,1,26,55
1.99,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,1,26,55
2.49,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,1,26,55
1.32,1927.0,0.85,8.0,2,228,3,1,1,0,1,1,3,26,55
0.04,4609.0,0.25,6.0,4,113,3,1,1,0,1,0,0,26,214
0.14,4609.0,0.25,6.0,4,113,3,1,1,0,1,1,4,26,214
0.14,4609.0,0.25,6.0,4,113,3,1,1,0,1,1,4,26,214
0.15,4609.0,0.25,6.0,4,113,3,0,1,0,1,1,2,26,214
0.33,4609.0,0.25,6.0,4,113,3,0,1,0,1,1,2,26,214
0.03,4609.0,0.25,6.0,4,113,3,1,1,0,1,1,1,26,214
0.35,4609.0,0.25,6.0,4,113,3,1,1,0,1,1,1,26,214
0.23,4609.0,0.25,6.0,4,113,3,1,1,0,1,1,3,26,214
1.75,1722.0,0.87,4.0,2,155,3,1,1,0,1,0,0,26,135
2.68,1722.0,0.87,4.0,2,155,3,1,1,0,1,1,4,26,135
4.52,1722.0,0.87,4.0,2,155,3,1,1,0,1,1,4,26,135
1.81,1722.0,0.87,4.0,2,155,3,0,1,0,1,1,2,26,135
2.75,1722.0,0.87,4.0,2,155,3,0,1,0,1,1,2,26,135
1.35,1722.0,0.87,4.0,2,155,3,1,1,0,1,1,1,26,135
2.99,1722.0,0.87,4.0,2,155,3,1,1,0,1,1,1,26,135
2.46,1722.0,0.87,4.0,2,155,3,1,1,0,1,1,3,26,135
0.57,2342.0,0.61,3.0,2,149,3,1,1,0,1,0,0,26,32
2.41,2342.0,0.61,3.0,2,149,3,1,1,0,1,1,4,26,32
2.54,2342.0,0.61,3.0,2,149,3,1,1,0,1,1,4,26,32
2.36,2342.0,0.61,3.0,2,149,3,0,1,0,1,1,2,26,32
3.16,2342.0,0.61,3.0,2,149,3,0,1,0,1,1,2,26,32
1.0,2342.0,0.61,3.0,2,149,3,1,1,0,1,1,1,26,32
3.99,2342.0,0.61,3.0,2,149,3,1,1,0,1,1,1,26,32
2.24,2342.0,0.61,3.0,2,149,3,1,1,0,1,1,3,26,32
0.33,5076.0,0.4,4.0,2,52,3,1,1,0,1,0,0,26,98
0.35,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,4,26,98
0.34,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,4,26,98
0.35,5076.0,0.4,4.0,2,52,3,0,1,0,1,1,2,26,98
0.78,5076.0,0.4,4.0,2,52,3,0,1,0,1,1,2,26,98
0.2,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,1,26,98
0.2,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,1,26,98
0.79,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,1,26,98
0.45,5076.0,0.4,4.0,2,52,3,1,1,0,1,1,3,26,98
0.04,3511.0,1.26,5.0,2,155,3,1,1,0,1,0,0,26,229
1.14,3511.0,1.26,5.0,2,155,3,1,1,0,1,1,4,26,229
1.42,3511.0,1.26,5.0,2,155,3,1,1,0,1,1,4,26,229
0.57,3511.0,1.26,5.0,2,155,3,0,1,0,1,1,2,26,229
1.89,3511.0,1.26,5.0,2,155,3,0,1,0,1,1,2,26,229
0.3,3511.0,1.26,5.0,2,155,3,1,1,0,1,1,1,26,229
1.49,3511.0,1.26,5.0,2,155,3,1,1,0,1,1,1,26,229
1.07,3511.0,1.26,5.0,2,155,3,1,1,0,1,1,3,26,229
0.93,2341.0,0.4,4.0,2,141,3,1,1,0,1,0,0,26,117
0.42,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,4,26,117
2.88,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,4,26,117
0.51,2341.0,0.4,4.0,2,141,3,0,1,0,1,1,2,26,117
2.25,2341.0,0.4,4.0,2,141,3,0,1,0,1,1,2,26,117
0.06,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,1,26,117
1.6,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,1,26,117
0.49,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,1,26,117
0.39,2341.0,0.4,4.0,2,141,3,1,1,0,1,1,3,26,117
0.04,3805.0,0.2,4.0,4,127,3,1,1,0,1,0,0,26,140
0.11,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,4,26,140
0.19,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,4,26,140
0.08,3805.0,0.2,4.0,4,127,3,0,1,0,1,1,2,26,140
0.12,3805.0,0.2,4.0,4,127,3,0,1,0,1,1,2,26,140
0.03,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,1,26,140
0.35,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,1,26,140
0.49,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,1,26,140
0.23,3805.0,0.2,4.0,4,127,3,1,1,0,1,1,3,26,140
0.11,8034.0,0.31,4.0,2,167,3,1,1,0,1,0,0,26,121
0.14,8034.0,0.31,4.0,2,167,3,1,1,0,1,1,4,26,121
0.23,8034.0,0.31,4.0,2,167,3,1,1,0,1,1,4,26,121
0.19,8034.0,0.31,4.0,2,167,3,0,1,0,1,1,2,26,121
0.5,8034.0,0.31,4.0,2,167,3,0,1,0,1,1,2,26,121
0.49,8034.0,0.31,4.0,2,167,3,1,1,0,1,1,1,26,121
0.49,8034.0,0.31,4.0,2,167,3,1,1,0,1,1,1,26,121
0.13,8034.0,0.31,4.0,2,167,3,1,1,0,1,1,3,26,121
0.6,2085.0,0.97,5.0,1,146,3,1,1,0,1,0,0,26,99
10.2,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,4,26,99
12.76,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,4,26,99
9.09,2085.0,0.97,5.0,1,146,3,0,1,0,1,1,2,26,99
10.38,2085.0,0.97,5.0,1,146,3,0,1,0,1,1,2,26,99
7.5,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,1,26,99
10.0,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,1,26,99
14.99,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,1,26,99
19.99,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,1,26,99
10.44,2085.0,0.97,5.0,1,146,3,1,1,0,1,1,3,26,99
0.08,4890.0,0.44,4.0,2,137,3,1,1,0,1,0,0,26,187
0.25,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,4,26,187
0.35,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,4,26,187
0.28,4890.0,0.44,4.0,2,137,3,0,1,0,1,1,2,26,187
0.38,4890.0,0.44,4.0,2,137,3,0,1,0,1,1,2,26,187
0.04,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,1,26,187
0.1,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,1,26,187
0.49,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,1,26,187
0.49,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,1,26,187
0.37,4890.0,0.44,4.0,2,137,3,1,1,0,1,1,3,26,187
0.04,3383.0,0.19,3.0,4,8,3,1,1,0,1,0,0,26,84
0.14,3383.0,0.19,3.0,4,8,3,1,1,0,1,1,4,26,84
0.18,3383.0,0.19,3.0,4,8,3,1,1,0,1,1,4,26,84
0.11,3383.0,0.19,3.0,4,8,3,0,1,0,1,1,2,26,84
0.15,3383.0,0.19,3.0,4,8,3,0,1,0,1,1,2,26,84
0.35,3383.0,0.19,3.0,4,8,3,1,1,0,1,1,1,26,84
0.49,3383.0,0.19,3.0,4,8,3,1,1,0,1,1,1,26,84
0.23,3383.0,0.19,3.0,4,8,3,1,1,0,1,1,3,26,84
0.18,12448.0,0.14,5.0,4,208,3,1,1,0,1,0,0,26,140
0.05,12448.0,0.14,5.0,4,208,3,1,1,0,1,1,4,26,140
0.09,12448.0,0.14,5.0,4,208,3,1,1,0,1,1,4,26,140
0.21,12448.0,0.14,5.0,4,208,3,0,1,0,1,1,2,26,140
0.2,12448.0,0.14,5.0,4,208,3,0,1,0,1,1,2,26,140
0.35,12448.0,0.14,5.0,4,208,3,1,1,0,1,1,1,26,140
0.49,12448.0,0.14,5.0,4,208,3,1,1,0,1,1,1,26,140
0.19,12448.0,0.14,5.0,4,208,3,1,1,0,1,1,3,26,140
0.04,499.0,0.82,5.0,4,158,3,1,1,0,1,0,0,26,150
0.18,499.0,0.82,5.0,4,158,3,1,1,0,1,1,4,26,150
0.25,499.0,0.82,5.0,4,158,3,1,1,0,1,1,4,26,150
0.19,499.0,0.82,5.0,4,158,3,0,1,0,1,1,2,26,150
0.29,499.0,0.82,5.0,4,158,3,0,1,0,1,1,2,26,150
0.49,499.0,0.82,5.0,4,158,3,1,1,0,1,1,1,26,150
0.23,499.0,0.82,5.0,4,158,3,1,1,0,1,1,3,26,150
0.15,1081.0,0.54,4.0,2,149,3,1,1,0,1,0,0,26,113
1.0,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,4,26,113
1.6,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,4,26,113
0.64,1081.0,0.54,4.0,2,149,3,0,1,0,1,1,2,26,113
1.04,1081.0,0.54,4.0,2,149,3,0,1,0,1,1,2,26,113
0.45,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,1,26,113
1.79,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,1,26,113
1.99,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,1,26,113
0.88,1081.0,0.54,4.0,2,149,3,1,1,0,1,1,3,26,113
0.04,8024.0,0.2,3.0,4,146,3,1,1,0,1,0,0,26,139
0.09,8024.0,0.2,3.0,4,146,3,1,1,0,1,1,4,26,139
0.1,8024.0,0.2,3.0,4,146,3,1,1,0,1,1,4,26,139
0.14,8024.0,0.2,3.0,4,146,3,0,1,0,1,1,2,26,139
0.1,8024.0,0.2,3.0,4,146,3,0,1,0,1,1,2,26,139
0.35,8024.0,0.2,3.0,4,146,3,1,1,0,1,1,1,26,139
0.49,8024.0,0.2,3.0,4,146,3,1,1,0,1,1,1,26,139
0.19,8024.0,0.2,3.0,4,146,3,1,1,0,1,1,3,26,139
0.32,2427.0,1.62,9.0,1,108,3,1,1,0,1,0,0,26,44
22.71,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,4,26,44
26.83,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,4,26,44
24.13,2427.0,1.62,9.0,1,108,3,0,1,0,1,1,2,26,44
34.34,2427.0,1.62,9.0,1,108,3,0,1,0,1,1,2,26,44
16.5,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,1,26,44
29.99,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,1,26,44
37.99,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,1,26,44
20.92,2427.0,1.62,9.0,1,108,3,1,1,0,1,1,3,26,44
1.24,3358.0,0.48,3.0,2,155,3,1,1,0,1,0,0,26,171
0.33,3358.0,0.48,3.0,2,155,3,1,1,0,1,1,4,26,171
0.5,3358.0,0.48,3.0,2,155,3,1,1,0,1,1,4,26,171
0.57,3358.0,0.48,3.0,2,155,3,0,1,0,1,1,2,26,171
0.9,3358.0,0.48,3.0,2,155,3,0,1,0,1,1,2,26,171
1.29,3358.0,0.48,3.0,2,155,3,1,1,0,1,1,1,26,171
0.49,3358.0,0.48,3.0,2,155,3,1,1,0,1,1,3,26,171
0.53,8452.0,0.11,5.0,2,46,3,1,1,0,1,0,0,26,189
0.18,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,4,26,189
0.2,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,4,26,189
0.21,8452.0,0.11,5.0,2,46,3,0,1,0,1,1,2,26,189
0.49,8452.0,0.11,5.0,2,46,3,0,1,0,1,1,2,26,189
0.04,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,1,26,189
0.08,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,1,26,189
0.49,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,1,26,189
0.49,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,1,26,189
0.27,8452.0,0.11,5.0,2,46,3,1,1,0,1,1,3,26,189
4.62,2182.0,1.75,3.0,2,242,3,1,1,0,1,0,0,26,126
1.6,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,4,26,126
1.91,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,4,26,126
1.47,2182.0,1.75,3.0,2,242,3,0,1,0,1,1,2,26,126
3.22,2182.0,1.75,3.0,2,242,3,0,1,0,1,1,2,26,126
0.6,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,1,26,126
0.75,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,1,26,126
2.29,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,1,26,126
1.49,2182.0,1.75,3.0,2,242,3,1,1,0,1,1,3,26,126
0.15,1365.0,0.92,9.0,2,108,3,1,1,0,1,0,0,26,52
1.2,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,4,26,52
1.48,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,4,26,52
1.83,1365.0,0.92,9.0,2,108,3,0,1,0,1,1,2,26,52
4.4,1365.0,0.92,9.0,2,108,3,0,1,0,1,1,2,26,52
2.0,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,1,26,52
1.79,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,1,26,52
4.99,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,1,26,52
1.32,1365.0,0.92,9.0,2,108,3,1,1,0,1,1,3,26,52
0.04,3323.0,0.1,2.0,4,200,3,1,1,0,1,0,0,26,195
0.09,3323.0,0.1,2.0,4,200,3,1,1,0,1,1,4,26,195
0.2,3323.0,0.1,2.0,4,200,3,1,1,0,1,1,4,26,195
0.08,3323.0,0.1,2.0,4,200,3,0,1,0,1,1,2,26,195
0.38,3323.0,0.1,2.0,4,200,3,0,1,0,1,1,2,26,195
0.35,3323.0,0.1,2.0,4,200,3,1,1,0,1,1,1,26,195
0.49,3323.0,0.1,2.0,4,200,3,1,1,0,1,1,1,26,195
0.23,3323.0,0.1,2.0,4,200,3,1,1,0,1,1,3,26,195
1.1,805.0,1.5,8.0,1,113,3,1,1,0,1,0,0,26,8
36.17,805.0,1.5,8.0,1,113,3,1,1,0,1,1,4,26,8
41.36,805.0,1.5,8.0,1,113,3,1,1,0,1,1,4,26,8
29.04,805.0,1.5,8.0,1,113,3,0,1,0,1,1,2,26,8
37.14,805.0,1.5,8.0,1,113,3,0,1,0,1,1,2,26,8
25.0,805.0,1.5,8.0,1,113,3,1,1,0,1,1,1,26,8
27.5,805.0,1.5,8.0,1,113,3,1,1,0,1,1,1,26,8
44.99,805.0,1.5,8.0,1,113,3,1,1,0,1,1,1,26,8
54.99,805.0,1.5,8.0,1,113,3,1,1,0,1,1,1,26,8
34.55,805.0,1.5,8.0,1,113,3,1,1,0,1,1,3,26,8
0.04,2443.0,0.51,4.0,4,48,3,1,1,0,1,0,0,26,136
0.17,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,4,26,136
0.26,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,4,26,136
0.14,2443.0,0.51,4.0,4,48,3,0,1,0,1,1,2,26,136
0.4,2443.0,0.51,4.0,4,48,3,0,1,0,1,1,2,26,136
0.08,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,1,26,136
0.35,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,1,26,136
0.49,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,1,26,136
0.23,2443.0,0.51,4.0,4,48,3,1,1,0,1,1,3,26,136
0.72,4762.0,0.22,4.0,2,213,3,1,1,0,1,0,0,26,29
0.38,4762.0,0.22,4.0,2,213,3,1,1,0,1,1,4,26,29
0.48,4762.0,0.22,4.0,2,213,3,1,1,0,1,1,4,26,29
0.47,4762.0,0.22,4.0,2,213,3,0,1,0,1,1,2,26,29
1.03,4762.0,0.22,4.0,2,213,3,0,1,0,1,1,2,26,29
